"Order_Number","Predicted_Price"
253,2261.1488592261
254,1798.21884382795
255,1767.71168448773
256,1232.11895914947
257,1815.34892635046
258,1333.84169447426
259,1974.1519936237
260,1564.61417460317
261,1756.24429631797
262,1317.64285895085
263,1950.28115706323
264,1721.89890604396
265,1716.99659468864
266,1734.02313886561
267,1866.20304545454
268,1773.64332039095
269,1833.23598270933
270,1300.93695555556
271,1601.48833445961
272,1946.38217689475
273,1619.41832682184
274,2274.28389523809
275,2156.62649797571
276,1547.70463429079
277,2660.00796507937
278,1269.19327005657
279,1752.5582511422
280,1975.66779740815
281,1675.84462963247
282,1935.45684315848
283,1607.85371107599
284,1552.9780016354
285,2873.44990909091
286,1567.2484023088
287,1185.45109650284
288,1739.2764955017
289,2514.12632443786
290,1756.01542035514
291,1997.23519035147
292,1801.1178512987
293,1306.08133034108
294,1878.33670038197
295,1840.47709567194
296,2091.00744444445
297,1216.97685981417
298,1721.73528165361
299,1778.23758492019
300,1446.86061107448
301,1289.79594415584
302,2036.5214852216
303,1734.54483510101
304,1746.46010487362
305,1444.30300004621
306,2132.68029084249
307,1679.46027944046
308,2095.71406479077
309,2229.55834603175
310,1292.97223608539
311,1719.72708045977
312,1849.14699084272
313,1356.62140446086
314,1516.42505156082
315,1234.1511452381
316,1613.11695547786
317,1316.48483407303
318,1786.08380810842
319,2092.17200793651
320,1922.19912004662
321,1796.98577060325
322,2645.78238831169
323,2091.77790981282
324,1658.65665981433
325,1694.91407456471
326,1980.99596181596
327,1751.63579066076
328,1684.26330629831
329,2021.28880952381
330,1817.05952399409
331,1807.15504460452
332,2304.53661370525
333,2088.27086816909
334,1767.36284465929
335,1674.46258032523
336,1365.4153473555
337,1738.2181036906
338,1627.32219630433
339,1585.75687527832
340,2139.00480952381
341,1768.25110143661
342,1202.04176535771
343,1951.08109004884
344,1938.00343048805
345,1911.4718797936
346,1306.58398398786
347,1908.289515979
348,1187.31117814075
349,1261.36232117947
350,2055.36192263815
351,1993.76004267619
352,1577.12807502498
353,1514.40439145299
354,1883.30535588039
355,1476.34202876991
356,2619.94523015873
357,1787.34251151322
358,1957.97499145241
359,1928.48343804462
360,1702.14767882312
361,1768.04811260504
362,1841.114782043
363,1619.7704645092
364,2174.43371175043
365,1689.89663723499
366,1715.9613600634
367,1504.50162870406
368,1352.80741676144
369,2064.06671904762
370,2322.38934247807
371,1970.07818454716
372,1830.22744103085
373,1890.79584494234
374,2725.09225555556
375,1997.04331898517
376,1741.8594941164
377,2068.50818920673
378,2298.3646976912
379,2125.31056529548
380,1747.60441264291
381,2071.4902531495
382,1907.73694569513
383,2013.11064928814
384,1461.35330396825
385,2127.26933993294
386,1811.55039012145
387,1684.70470804342
388,1765.06357619048
389,2289.16713071536
390,1559.90189135583
391,2601.52990034507
392,1584.58419307074
393,2212.12576767337
394,1476.58464702579
395,2139.61675992956
396,2109.32498962216
397,1323.55867437334
398,2083.70000714286
399,1144.49298101196
400,1583.68047150211
401,1380.00251428571
402,1703.31295589615
403,1646.87576511544
404,1774.92007721834
405,2250.07408412698
406,1263.14938155435
407,1945.90948499776
408,1899.10938281831
409,1577.17944007242
410,2091.9661453294
411,1660.41293629858
412,2123.38265754561
413,1728.80546136719
414,1692.45790467836
415,1504.37552539631
416,1849.26343528051
417,1924.53681297018
418,2522.0098673465
419,2065.42046825397
420,1718.27537045455
421,1465.92346506827
422,1737.58574184984
423,1919.50933040293
424,1828.06818903319
425,2376.24471472653
426,2271.93871056167
427,1254.31757469224
428,1526.24078222333
429,3018.59503809524
430,1842.44548202614
431,1587.84409298246
432,1888.885353278
433,1237.98614140326
434,1865.0771943403
435,1765.11549354755
436,1365.20234990045
437,2039.13276940837
438,3148.25921659452
439,1808.60813161091
440,1355.84567557248
441,1569.61971360339
442,1698.85780783498
443,1751.98042829978
444,2290.78186752137
445,2153.24826603159
446,1703.94355151143
447,2750.58199892354
448,1446.74388874297
449,3034.28387948718
450,2021.58714646655
451,1362.6811513812
452,1240.61552091347
453,1296.20062612395
454,1206.34765027091
455,2128.94683333333
456,1808.57749304029
457,1312.48459931049
458,3040.24468706109
459,1532.06910745083
460,2044.26063115406
461,1883.11846428571
462,1989.85913296703
463,1458.04628987852
464,1405.64345353535
465,1896.88141520258
466,1280.7641196774
467,1796.87894285714
468,1779.54137979893
469,2309.86476999309
470,1767.38324617605
471,1695.39595787546
472,1748.5076007326
473,2142.75891502852
474,1862.30042821099
475,1536.02488750713
476,1354.49657410856
477,2413.82776006771
478,1843.33810252101
479,1591.68252481203
480,1811.40443122212
481,1064.11304378947
482,2363.74788426963
483,1745.0855149984
484,1518.81730517856
485,2256.42226825397
486,1427.28419530769
487,1908.09812273236
488,1293.53997848956
489,1345.09744745445
490,2640.91077142857
491,1579.62147200577
492,2005.87362472623
493,1650.91754583195
494,1982.91863571467
495,2096.87973037659
496,1273.70196342238
497,1818.55703786207
498,2062.24687956036
499,3254.77312546133
500,2169.65974902641
501,1219.51928057796
502,1415.75804987586
503,1906.71379336219
504,1844.28129211018
505,3045.29085220814
506,2576.29667811233
507,1412.10923280171
508,1492.78076235767
509,1928.7287988746
510,1718.78867216861
511,1719.12488438228
512,1799.59783319305
513,1836.82234192484
514,1893.92960492547
515,2094.84601606313
516,1431.61707578732
517,1685.95238655989
518,2452.0985388578
519,2202.21990321295
520,1709.74645133996
521,2624.25158701299
522,2144.30832790326
523,1757.45472998017
524,1691.42759441275
525,1807.60896413967
526,1867.45944724235
527,1609.77665558937
528,1973.99190476191
529,1651.96453996835
530,1809.70132559086
531,2173.06671641887
532,1790.05428259083
533,1359.46315342458
534,1890.86095379176
535,1594.08185365833
536,1935.61109177489
537,2284.69721746032
538,1617.97380059139
539,1523.06392469013
540,1864.03629903765
541,1315.10764366398
542,2404.16850652746
543,1681.13312797819
544,2125.75875112045
545,1684.02154848485
546,1846.52958973842
547,1405.14436430352
548,1877.21404880647
549,1627.02382037496
550,1404.24820896015
551,1630.64589799276
552,1307.13192164678
553,2709.47625380549
554,1854.11678113337
555,2203.26604861728
556,2667.22248360261
557,2294.72112893773
558,2137.27733809524
559,1462.6899244778
560,2077.84263327837
561,1594.66657931052
562,2427.25858416816
563,1891.21389225717
564,1454.81037909391
565,1357.76861886251
566,2191.94587052887
567,1922.43765661376
568,1243.48378545233
569,1675.86927878665
570,1338.946595826
571,1912.80514308276
572,1619.25135614428
573,1941.85352244426
574,1992.83277364937
575,2383.8069911892
576,1840.13210803845
577,2881.29766885337
578,1871.81863239963
579,1947.27084601523
580,1583.81873379096
581,1973.20463163337
582,1740.23153053257
583,1357.53407532467
584,1437.16536372169
585,1347.46430172804
586,1479.13471764489
587,1978.70537777778
588,1788.21358747041
589,1985.65301121657
590,1609.50042981182
591,2526.09510002821
592,1631.94706179188
593,2368.18077521367
594,1195.84066216699
595,2468.14394220768
596,1558.36473420245
597,1703.99772857892
598,1848.61704876382
599,1948.50663294026
600,1292.59555792947
601,1968.5872984127
602,1220.566600448
603,1229.69883538495
604,1763.94859583725
605,1700.8522208116
606,1727.016278607
607,1592.80449619088
608,1609.612083808
609,1411.18709123234
610,1303.79016308115
611,1829.07807059542
612,1755.04288149351
613,1228.07778719973
614,1281.46605056546
615,1513.35873090997
616,2536.37450319992
617,2673.39631565102
618,1234.13648391053
619,1265.86688174875
620,1485.61280492438
621,1509.98966760357
622,2095.47424594294
623,2337.47380020926
624,2457.06324874309
625,1967.99613437325
626,2948.8376593985
627,1783.22715250305
628,1903.20168787879
629,1437.66564348439
630,1740.10761212121
631,2027.49390066244
632,1728.12541312021
633,2217.88942930403
634,2376.05105860806
635,1643.67605404746
636,1698.91230786006
637,2221.34003468882
638,1794.61242857143
639,2465.42205474084
640,1747.99909634858
641,2324.39325849306
642,1298.88149275855
643,2033.11759554488
644,1726.35081355311
645,2251.64265904597
646,3268.25486623377
647,1517.74240067378
648,1583.04378203843
649,2084.05583492063
650,1910.95538055556
651,2847.3397184879
652,2108.2295002886
653,1446.53531973249
654,1749.1104689284
655,1876.95396955267
656,1584.08467738869
657,1704.97145326359
658,1908.66044320891
659,2360.15185952381
660,2113.29456253575
661,1244.91016067542
662,1618.77342377622
663,1567.16066362697
664,1410.03592679173
665,1340.54828196248
666,1687.14706883876
667,1717.20388452211
668,2083.61715852644
669,2732.4382625731
670,1673.14694103637
671,2217.49522098428
672,1847.24587405024
673,1450.67524285714
674,1200.18482642629
675,1712.7391813888
676,1337.29472138616
677,1472.93645967489
678,2701.09116776165
679,1665.3268879902
680,1883.62738721143
681,1568.45884173207
682,1623.98668390394
683,1388.03092792632
684,1925.98393262526
685,2768.22812245514
686,1789.76605904474
687,1475.88688192863
688,1296.56059555316
689,1306.67487951626
690,1907.88394725275
691,1769.31542446267
692,1701.54806891333
693,1898.5769671964
694,1628.72884352512
695,1501.82665425706
696,1558.56986832625
697,1345.23892063492
698,1528.22464337866
699,2000.02705478756
700,1634.59412879741
701,1643.44848052547
702,1537.25441619557
703,2210.93034915462
704,2097.93231547619
705,1952.48206464646
706,1591.98864603175
707,1744.75529958351
708,1063.17693983203
709,1594.04815718131
710,3157.19140499734
711,1676.31123760743
712,2635.21789927718
713,2321.89823598949
714,1898.47038820536
715,1723.33038315018
716,1565.69097435016
717,1324.71278597713
718,2167.07311854093
719,1435.87920981762
720,1529.59350683761
721,1534.83032046955
722,3039.10712528028
723,1814.56143788259
724,1691.08788661186
725,1410.17978581162
726,1606.51495667943
727,1170.95294194792
728,2645.83012454212
729,1309.50956105034
730,1933.17981666076
731,1491.38441659452
732,1475.44903521303
733,1670.88836146574
734,1801.94818629908
735,1927.54808342246
736,2045.40924003038
737,1662.78033066758
738,1395.27961864986
739,1761.91425634921
740,1887.1752540404
741,2183.12203249817
742,1542.08217031933
743,1200.79063319109
744,1722.05332945691
745,2660.36857685881
746,1518.37569474835
747,2280.23380799018
748,1793.88715196959
749,1651.32915947914
750,1548.35364442359
751,1869.01204444444
752,1839.89154147356
753,1437.94150320856
754,1505.69512370694
755,1212.20311413223
756,1891.29307155508
757,1956.30088119969
758,1321.92142222222
759,1185.76303439461
760,1153.68879003819
761,1375.96845583501
762,1170.76913951479
763,1152.43789650694
764,1195.4453695059
765,1193.36777503171
766,1852.600419007
767,1592.6710367247
768,2287.84583091902
769,2541.41643692565
770,1944.21520744198
771,1387.49857387057
772,1686.98681221628
773,1609.19066816008
774,1582.37125342317
775,1575.56732371603
776,1555.1041484127
777,1321.69248372174
778,2252.69927777778
779,1245.04488213069
780,1342.38057287157
781,1682.05429446699
782,1423.63539445719
783,1377.24529953824
784,2142.09067835498
785,1488.44973966548
786,1304.60380801512
787,1049.72376471509
788,1368.43423271759
789,1980.15086886447
790,1599.99568673894
791,2169.92223310141
792,1480.12798188035
793,1665.78559655086
794,1697.12903703277
795,1119.97646915432
796,1388.75108779596
797,1100.88068595502
798,1514.78907600565
799,1550.93227121616
800,1208.97489686029
801,1553.84843474427
802,1970.80000692641
803,1848.280170121
804,1422.17811714286
805,2228.90116412153
806,1965.61387972559
807,1967.64798181818
808,1615.96776428571
809,2162.88492612943
810,1314.29017162866
811,1457.40356800473
812,1874.92162008929
813,1309.12801537907
814,1886.81539189948
815,2332.35254258109
816,1790.37051361918
817,2035.9136047619
818,1276.05969691488
819,1480.59155639341
820,1835.13213621934
821,1241.92376910352
822,1631.36135721641
823,1373.19504562743
824,2706.20236680359
825,1400.27328959929
826,1451.82641981156
827,1166.85807463868
828,1591.66104434024
829,1836.5982557851
830,1441.91363559897
831,1508.63605852842
832,2089.95410733911
833,1256.10607463292
834,1370.70761614767
835,1743.85278146718
836,1561.74754476148
837,1890.42608737374
838,1498.72496339954
839,1579.2047375371
840,1427.63030634921
841,1322.35159130592
842,1758.6258034402
843,1242.55035341959
844,1770.60995714286
845,2527.76881581954
846,1597.59564221312
847,1450.47490812108
848,1609.53860456488
849,1588.41406975789
850,1761.24844362674
851,1252.85734664225
852,1688.34448589744
853,1587.6143382516
854,1423.86275602764
855,1380.55770142869
856,1799.48495993789
857,1437.74088624779
858,1288.23833991564
859,1793.45534935065
860,2058.90732313472
861,2011.9193358793
862,1265.9561401663
863,1219.40380384417
864,1724.31231105465
865,1417.33206000036
866,1270.24159230717
867,1603.89335958316
868,1136.60498835701
869,1486.23436419535
870,1299.6729350556
871,1269.20894285714
872,1539.70310121002
873,1925.15487582418
874,1645.36385959596
875,1601.76538484848
876,1498.92206228733
877,1637.78383342491
878,2036.27408211788
879,1196.17468416907
880,1475.01456349206
881,1440.35680561661
882,1424.45412307692
883,1552.07531520468
884,2322.03641035776
885,1080.47110391156
886,2119.56482532394
887,1326.54915348489
888,1604.4876853826
889,1718.6814
890,1474.11548785659
891,1568.77018492063
892,1238.5993608842
893,1139.28524312894
894,1169.56599356713
895,1041.82188492913
896,1910.63972584083
897,1140.16622139373
898,1405.60696108965
899,1801.67586590737
900,1386.71790950665
901,1345.91203293935
902,2767.14570959829
903,2484.45108991074
904,2136.05663551126
905,1514.87773224161
906,1814.61429183673
907,1668.18317858808
908,2736.72860534188
909,1609.68568528139
910,1874.07104227372
911,2045.72598867168
912,2143.30451269841
913,1278.78811166787
914,1607.49564794944
915,1288.58184616048
916,1539.32203137211
917,1515.31263968254
918,1804.90798778999
919,2257.29895470271
920,1423.48759689633
921,1594.48540389047
922,1400.42122799396
923,1411.49735596435
924,1470.90791730463
925,2194.91311751197
926,1196.75364645935
927,2184.65182041951
928,2039.55414242424
929,1428.25145147522
930,1935.70452324385
931,1956.51165011957
932,1638.95196492336
933,1891.22269861206
934,1530.59147201577
935,1471.27491666667
936,1799.84016762331
937,2473.95275617716
938,2072.19303602291
939,1291.93115739836
940,1986.8973008658
941,2183.12568744589
942,1419.79809750193
943,2121.51299355742
944,1923.489831809
945,1899.5677540404
946,1533.3755358485
947,1876.11248422884
948,1293.21723607285
949,1195.35305589882
950,1594.62579651484
951,1678.80588918849
952,2415.60731424229
953,1862.73904068912
954,1462.4897965368
955,1982.46688690476
956,2118.11527540118
957,1532.69575598846
958,1069.20092603065
959,1794.667755013
960,1725.20483812498
961,2062.11508571429
962,2719.20447619048
963,1744.46084789701
964,1502.56973948848
965,1428.60484386418
966,1464.47367028965
967,1703.4511537518
968,1845.38544972693
969,1890.71244651868
970,1543.77030136215
971,1341.98777294394
972,3143.09894718615
973,1295.19784212454
974,2060.81092793873
975,1868.54185095265
976,1860.82100370532
977,1666.56897491214
978,1806.47853981749
979,2150.20017181487
980,1945.9279323202
981,1628.02424149184
982,2993.46957613731
983,1777.24201601375
984,1889.16680633748
985,2049.76879809734
986,1941.4909008658
987,1636.79645965091
988,1267.30407259746
989,1438.53364752447
990,1870.8794706663
991,1861.12663090182
992,1150.35788787179
993,1092.34741778801
994,1607.50043889538
995,1087.78506707271
996,1794.95813084479
997,2121.48629253122
998,1376.94841100585
999,2334.86820533957
1000,1857.48476241004
1001,1471.75163809524
1002,1495.70935340785
1003,1687.80276862027
1004,1403.39959931245
1005,1752.27871700486
1006,1261.25463201587
1007,1406.49778981345
1008,2027.54527356798
1009,2135.06538470178
1010,1944.83188850003
1011,2281.56958947509
1012,1166.50582428545
1013,1928.47476190476
1014,1730.38254833769
1015,1720.28659619091
1016,1755.38896042035
1017,2252.98915377188
1018,1689.92262352941
1019,1969.59294778555
1020,1660.75443354192
1021,1370.10570213891
1022,1263.22405347985
1023,1616.70520515437
1024,1928.50337082099
1025,1260.43826780684
1026,2091.10012180674
1027,2094.31989523809
1028,1835.72744078058
1029,1382.73141442631
1030,1376.096048881
1031,1532.4512056429
1032,1485.94547462864
1033,2114.88985120286
1034,2017.36558449685
1035,1457.79056905614
1036,1859.9588047619
1037,1250.48258986097
1038,2103.7077134795
1039,2120.97008621379
1040,2006.3060852718
1041,1845.56795251238
1042,1676.51851367078
1043,1948.37173679654
1044,2362.45457074966
1045,1156.38916332732
1046,1884.47265980686
1047,1295.29140749008
1048,2070.70432963895
1049,1454.19383270392
1050,1774.85270180174
1051,1435.5044232144
1052,1355.8401378035
1053,1355.95296033004
1054,1370.4853992629
1055,1189.14710611282
1056,1364.72784319975
1057,1235.35109436658
1058,1147.38403936189
1059,1676.06936857558
1060,1495.18816050912
1061,1811.29244522187
1062,1737.40032855261
1063,1199.3269029853
1064,1914.18591104539
1065,1383.57080553908
1066,1815.19185842844
1067,1352.16773639694
1068,1772.03668868475
1069,1932.4547362758
1070,1529.13051425358
1071,2157.55977142857
1072,1769.81875183876
1073,1846.02984275826
1074,2217.54538164696
1075,2715.97798151825
1076,1719.746868992
1077,1282.1331317467
1078,2084.39916618281
1079,3136.23514828739
1080,1625.3037085496
1081,1715.55631127528
1082,1815.26994452258
1083,1977.78035844156
1084,2104.990025
1085,1296.81259866255
1086,1561.23042566982
1087,1782.65115417247
1088,2326.56734571512
1089,1564.16953225556
1090,1746.34859989534
1091,1821.56905566154
1092,1963.14387301783
1093,1889.4364143917
1094,2323.72737777778
1095,1899.29298768818
1096,1542.39525113793
1097,1635.65908198346
1098,1627.31887922078
1099,1974.15972280437
1100,1873.18418152468
1101,1852.78318593289
1102,1994.02640700321
1103,2167.96159518717
1104,1605.81629897114
1105,1395.15060249798
1106,1901.08146904762
1107,1103.9030329904
1108,1692.8867003861
1109,1735.85398130856
1110,1726.29130146269
1111,2025.11079474822
1112,1582.56784602955
1113,1984.90866691087
1114,1799.20655860806
1115,1691.22781892572
1116,1540.50092621129
1117,2870.09030752589
1118,1400.98013333333
1119,2539.12801445776
1120,1377.70180849505
1121,1592.86202573669
1122,1577.17527821068
1123,1652.48389820355
1124,1757.99387215803
1125,1561.07154860768
1126,1435.18202857719
1127,2067.99218930416
1128,1451.69400939429
1129,2285.40446340954
1130,1486.7748987013
1131,1450.32848398439
1132,2022.58413078213
1133,2447.30732097141
1134,2932.45236984127
1135,1913.67940847921
1136,1260.91684925525
1137,1484.97834585452
1138,2077.21418104421
1139,1582.73067496546
1140,2949.07106819847
1141,1349.67284485342
1142,2290.83911698795
1143,1381.58832118005
1144,1937.60910914078
1145,1431.3832236993
1146,1497.7358265527
1147,1670.178039977
1148,1819.38283237191
1149,1284.10918237719
1150,1921.04583026973
1151,1488.48108752378
1152,1367.84703968254
1153,1381.43540125169
1154,1664.38261114977
1155,1797.15512616176
1156,1172.79618585461
1157,1367.00635931401
1158,1427.36612724236
1159,1863.63030976312
1160,1879.34232991615
1161,1229.78976725086
1162,1137.65650461184
1163,1945.95083626733
1164,2987.82433333333
1165,1938.60826666667
1166,1876.37863874034
1167,1915.67488764768
1168,1859.393881135
1169,1885.14706793851
1170,1860.75411162346
1171,1739.37306978955
1172,1739.37306978955
1173,1972.51158571429
1174,1497.59045877682
1175,1937.98040217327
1176,1223.43299020549
1177,2203.12821503047
1178,2506.06531656122
1179,1487.45612299238
1180,1902.22822352092
1181,2086.55397067309
1182,1663.00115674154
1183,1632.82589704624
1184,1686.77589165668
1185,1723.28707693069
1186,2428.78137763855
1187,2129.60837720058
1188,1252.23816202439
1189,1576.54296070862
1190,1275.48607868994
1191,1640.3698815187
1192,1439.59740265039
1193,1747.90141111111
1194,2441.80617229437
1195,1383.58416497745
1196,2334.5012878869
1197,2864.88853603619
1198,1987.23763091828
1199,1555.8647004329
1200,1377.58614916394
1201,1268.01880864005
1202,1981.27454218686
1203,1598.80209897069
1204,1149.39166170655
1205,1218.37832164267
1206,1630.51768652069
1207,1022.79293341104
1208,1655.73386998214
1209,2318.07699919598
1210,2057.43495757576
1211,2763.1619361282
1212,2046.82545142635
1213,1177.88605584633
1214,1277.92837958486
1215,1656.25598555179
1216,2268.61102026058
1217,1769.76642239639
1218,1457.42274910689
1219,1941.21182846771
1220,1949.51023961537
1221,1305.3247274585
1222,1415.17732829809
1223,1862.19677773365
1224,1268.48718785761
1225,1672.1201733504
1226,1823.28124443061
1227,1687.57737792889
1228,1790.2954618467
1229,1135.12579064464
1230,1472.77112163714
1231,1122.60460920596
1232,1146.1067050821
1233,2157.06186678587
1234,2218.11244359715
1235,1486.89931245071
1236,1329.32773941531
1237,1364.82171872849
1238,1786.98868658469
1239,2277.08522914863
1240,2467.53058225108
1241,1577.06275652144
1242,1878.25002975358
1243,1804.27651362975
1244,1454.83460515835
1245,1327.75233120643
1246,1672.76395561661
1247,1283.23452923984
1248,1836.09147836257
1249,1287.47922323185
1250,1579.25034392339
1251,1799.61500917874
1252,1654.63071529582
1253,1429.94888895667
1254,1370.87559108786
1255,2097.62579689656
1256,2306.71036263736
1257,1658.35517096232
1258,2774.4119238661
1259,1766.56183186628
1260,1345.73568626807
1261,1907.41103046893
1262,1517.36846170988
1263,1569.20836293548
1264,1670.54479995579
1265,1347.44893020718
1266,1858.9550979869
1267,2017.61030735931
1268,1591.48849390681
1269,2144.64173766234
1270,1418.894941483
1271,1941.16135060691
1272,1747.2224015873
1273,1415.60039529305
1274,1921.03662776741
1275,1615.7468180504
1276,1860.45756251072
1277,2309.49233670503
1278,1983.20209572323
1279,1984.51050038616
1280,1937.68949941725
1281,1954.16980741481
1282,2065.13506700155
1283,1261.07702745277
1284,1515.23305647686
1285,2474.9650960226
1286,1751.64380830981
1287,1913.61410899101
1288,2303.67661996552
1289,2326.96039518104
1290,2687.22366666667
1291,2233.61876380557
1292,1758.31763276857
1293,1610.5645200826
1294,2241.73775380569
1295,1815.48305347656
1296,1356.51195674905
1297,1482.44657966768
1298,1625.46565338556
1299,1290.13183261776
1300,1894.25199208036
1301,1235.37557316408
1302,1213.50285050766
1303,1649.96155560819
1304,1928.65190557781
1305,2114.38089241869
1306,1857.07516064214
1307,1875.17198975415
1308,2663.15345943121
1309,1860.60430061161
1310,1382.38138001886
1311,1953.84732137855
1312,1960.52818305505
1313,1985.50377866169
1314,2308.25294571512
1315,1470.8178390868
1316,2008.89073008205
1317,2334.15260793651
1318,1859.06639099482
1319,2201.9842987568
1320,1479.64641493506
1321,2122.54590042333
1322,1250.79416766258
1323,1982.29935245304
1324,1903.93658178331
1325,1779.98302922207
1326,1676.54940952381
1327,1597.11936660316
1328,1928.23204330732
1329,1451.96846627959
1330,1802.25972469097
1331,2168.36728889957
1332,2269.33769983734
1333,1815.387151836
1334,1820.58590150376
1335,2067.59961018589
1336,1578.80908051948
1337,1883.41710849067
1338,1829.37700040515
1339,2653.76326114996
1340,1946.79855490196
1341,1452.57604222257
1342,1718.14570464344
1343,1711.02797451524
1344,1097.51174774375
1345,1654.91259299477
1346,1230.48313567381
1347,1534.31254605986
1348,2306.29209387524
1349,1428.22387142857
1350,1716.88358333333
1351,1995.41175151515
1352,2004.67121089661
1353,1626.8755440914
1354,1596.56679769946
1355,2194.37918083672
1356,1826.67970638057
1357,2022.09962819681
1358,1670.50991719759
1359,1582.01092539683
1360,1306.77642831812
1361,2201.59130638464
